[Nome : StudyDataset;Dataset : Mixed Files;File Name : C:\Documents and Settings\study_dataset.csv;Date : 06/01/2021;Time : 12:43:48]
#Games;Titanic;Contry_Vaccinations;NBA#

[Grupo;GAME_DATE_EST;GAME_ID;GAME_STATUS_TEXT;HOME_TEAM_ID;VISITOR_TEAM_ID;SEASON;TEAM_ID_home;PTS_home;FG_PCT_home;FT_PCT_home;FG3_PCT_home;AST_home;REB_home;TEAM_ID_away;PTS_away;FG_PCT_away;FT_PCT_away;FG3_PCT_away;AST_away;REB_away;HOME_TEAM_WINS]
Games;14/12/2020;12000022;Final;1610612749;1610612742;2020;1610612749;112;5;609;364;29;42;1610612742;128;463;692;478;22;49;0
Games;14/12/2020;12000023;Final;1610612750;1610612763;2020;1610612750;104;402;719;275;20;47;1610612763;123;5;645;333;29;51;0
Games;14/12/2020;12000024;Final;1610612762;1610612756;2020;1610612762;111;427;854;308;18;54;1610612756;92;42;667;286;16;37;1
Games;13/12/2020;12000013;Final;1610612737;1610612753;2020;1610612737;116;427;676;395;27;61;1610612753;107;402;667;306;23;52;1
Games;13/12/2020;12000014;Final;1610612751;1610612764;2020;1610612751;119;514;644;467;23;41;1610612764;114;433;727;378;26;47;1
Games;13/12/2020;12000015;Final;1610612765;1610612752;2020;1610612765;99;421;676;343;23;42;1610612752;91;393;654;242;19;48;1
Games;13/12/2020;12000016;Final;1610612741;1610612745;2020;1610612741;104;394;696;35;26;57;1610612745;91;345;864;255;15;47;1
Games;13/12/2020;12000018;Final;1610612747;1610612746;2020;1610612747;131;568;677;72;28;45;1610612746;106;464;708;314;27;34;1
Games;13/12/2020;12000017;Final;1610612757;1610612758;2020;1610612757;106;4;815;4;19;42;1610612758;121;432;775;286;27;50;0
Games;12/12/2020;12000006;Final;1610612766;1610612761;2020;1610612766;100;395;634;345;24;54;1610612761;111;411;643;365;27;46;0
Games;12/12/2020;12000007;Final;1610612739;1610612754;2020;1610612739;107;494;625;31;20;48;1610612754;104;425;7;341;26;38;1
Games;12/12/2020;12000008;Final;1610612759;1610612760;2020;1610612759;108;376;68;395;23;45;1610612760;121;489;9;548;21;58;0
Games;12/12/2020;12000009;Final;1610612749;1610612742;2020;1610612749;102;404;85;237;24;53;1610612742;112;414;867;395;27;51;0
Games;12/12/2020;12000010;Final;1610612750;1610612763;2020;1610612750;105;395;75;371;17;51;1610612763;107;426;696;275;30;49;0
Games;12/12/2020;12000011;Final;1610612744;1610612743;2020;1610612744;107;438;743;275;25;39;1610612743;105;43;72;28;20;48;1
Games;12/12/2020;12000012;Final;1610612762;1610612756;2020;1610612762;119;5;741;415;21;45;1610612756;105;433;81;345;22;48;1
Games;11/12/2020;12000001;Final;1610612737;1610612753;2020;1610612737;112;37;829;313;20;61;1610612753;116;457;69;286;26;49;0
Games;11/12/2020;12000002;Final;1610612765;1610612752;2020;1610612765;84;325;88;256;17;41;1610612752;90;458;474;217;23;54;0
Games;11/12/2020;12000003;Final;1610612741;1610612745;2020;1610612741;104;413;73;324;20;56;1610612745;125;434;714;462;25;47;0
Games;11/12/2020;12000004;Final;1610612747;1610612746;2020;1610612747;87;357;8;318;15;46;1610612746;81;357;647;278;15;55;1
Games;11/12/2020;12000005;Final;1610612757;1610612758;2020;1610612757;127;511;727;5;22;55;1610612758;102;368;727;32;24;44;1
Games;11/10/2020;41900406;Final;1610612748;1610612747;2019;1610612748;93;443;591;357;25;41;1610612747;106;483;643;314;23;46;0
Games;09/10/2020;41900405;Final;1610612747;1610612748;2019;1610612747;108;463;857;368;21;41;1610612748;111;458;955;424;26;35;0
Games;06/10/2020;41900404;Final;1610612748;1610612747;2019;1610612748;96;427;808;344;18;39;1610612747;102;443;857;359;25;42;0
Games;04/10/2020;41900403;Final;1610612748;1610612747;2019;1610612748;115;513;913;353;25;37;1610612747;104;43;759;333;23;43;1
Games;02/10/2020;41900402;Final;1610612747;1610612748;2019;1610612747;124;505;588;34;32;44;1610612748;114;507;912;407;29;37;1
Games;30/09/2020;41900401;Final;1610612747;1610612748;2019;1610612747;116;452;926;395;26;54;1610612748;98;427;786;314;23;36;1
Games;27/09/2020;41900306;Final;1610612748;1610612738;2019;1610612748;125;563;846;481;30;40;1610612738;113;434;8;326;26;42;1
Games;26/09/2020;41900315;Final;1610612747;1610612743;2019;1610612747;117;545;828;375;24;43;1610612743;107;422;885;267;23;36;1
Games;25/09/2020;41900305;Final;1610612738;1610612748;2019;1610612738;121;452;862;316;29;50;1610612748;108;453;793;194;27;38;1
Games;24/09/2020;41900314;Final;1610612743;1610612747;2019;1610612743;108;506;87;357;22;33;1610612747;114;475;8;333;23;41;0
Games;23/09/2020;41900304;Final;1610612748;1610612738;2019;1610612748;112;429;889;27;20;40;1610612738;109;476;81;35;28;46;1
Games;22/09/2020;41900313;Final;1610612743;1610612747;2019;1610612743;114;548;793;379;26;44;1610612747;106;518;636;231;27;25;1
Games;20/09/2020;41900312;Final;1610612747;1610612743;2019;1610612747;105;446;947;361;23;44;1610612743;103;473;758;333;22;31;1
Games;19/09/2020;41900303;Final;1610612748;1610612738;2019;1610612748;106;388;824;273;21;42;1610612738;117;482;867;346;27;50;0
Games;18/09/2020;41900311;Final;1610612747;1610612743;2019;1610612747;126;53;73;423;33;34;1610612743;114;494;821;346;23;37;1
Games;17/09/2020;41900302;Final;1610612738;1610612748;2019;1610612738;101;5;792;357;19;41;1610612748;106;444;857;326;27;38;0
Games;15/09/2020;41900301;Final;1610612738;1610612748;2019;1610612738;114;443;913;357;24;37;1610612748;117;471;75;444;32;41;0
Games;15/09/2020;41900237;Final;1610612746;1610612743;2019;1610612746;89;378;75;257;21;37;1610612743;104;494;938;351;22;53;0
Games;13/09/2020;41900236;Final;1610612743;1610612746;2019;1610612743;111;541;704;48;26;41;1610612746;98;41;889;37;20;37;1
Games;12/09/2020;41900225;Final;1610612747;1610612745;2019;1610612747;119;527;759;514;25;50;1610612745;96;371;708;265;18;31;1
Games;11/09/2020;41900235;Final;1610612746;1610612743;2019;1610612746;105;42;882;381;22;41;1610612743;111;481;84;444;20;44;0
Games;11/09/2020;41900217;Final;1610612761;1610612738;2019;1610612761;87;413;895;286;17;44;1610612738;92;407;565;237;19;44;0
Games;10/09/2020;41900224;Final;1610612745;1610612747;2019;1610612745;100;431;769;424;24;26;1610612747;110;489;938;3;30;52;0
Games;09/09/2020;41900216;Final;1610612738;1610612761;2019;1610612738;122;44;833;413;32;58;1610612761;125;436;72;404;22;46;0
Games;09/09/2020;41900234;Final;1610612743;1610612746;2019;1610612743;85;397;846;333;19;38;1610612746;96;418;733;286;19;41;0
Games;08/09/2020;41900205;Final;1610612749;1610612748;2019;1610612749;94;363;731;273;20;41;1610612748;103;479;917;355;21;48;0
Games;08/09/2020;41900223;Final;1610612745;1610612747;2019;1610612745;102;469;10;4;23;30;1610612747;112;551;696;333;25;43;0
Games;07/09/2020;41900215;Final;1610612761;1610612738;2019;1610612761;89;388;846;3;19;36;1610612738;111;494;889;324;23;45;0
Games;07/09/2020;41900233;Final;1610612743;1610612746;2019;1610612743;107;468;8;324;32;36;1610612746;113;547;769;355;23;41;0
Games;06/09/2020;41900204;Final;1610612748;1610612749;2019;1610612748;115;444;9;362;33;41;1610612749;118;489;773;314;25;46;0
Games;06/09/2020;41900222;Final;1610612747;1610612745;2019;1610612747;117;566;611;444;30;41;1610612745;109;449;739;415;22;35;1
Games;05/09/2020;41900214;Final;1610612738;1610612761;2019;1610612738;93;44;741;2;18;45;1610612761;100;395;789;386;23;41;0
Games;05/09/2020;41900232;Final;1610612746;1610612743;2019;1610612746;101;409;69;281;20;52;1610612743;110;451;765;375;18;45;0
Games;04/09/2020;41900203;Final;1610612748;1610612749;2019;1610612748;115;449;794;383;27;49;1610612749;100;42;714;297;23;44;1
Games;04/09/2020;41900221;Final;1610612747;1610612745;2019;1610612747;97;422;842;289;18;41;1610612745;112;481;741;359;19;41;0
Games;03/09/2020;41900213;Final;1610612738;1610612761;2019;1610612738;103;47;762;31;21;44;1610612761;104;466;563;325;23;39;0
Games;03/09/2020;41900231;Final;1610612746;1610612743;2019;1610612746;120;571;824;417;23;45;1610612743;97;422;667;25;20;40;1
Games;02/09/2020;41900202;Final;1610612749;1610612748;2019;1610612749;114;435;846;28;16;50;1610612748;116;457;781;378;22;38;0
Games;02/09/2020;41900177;Final;1610612745;1610612760;2019;1610612745;104;398;895;347;18;44;1610612760;102;461;762;471;24;46;1
Games;01/09/2020;41900212;Final;1610612761;1610612738;2019;1610612761;99;4;842;275;25;41;1610612738;102;421;92;395;18;44;0
Games;01/09/2020;41900167;Final;1610612743;1610612762;2019;1610612743;80;373;769;258;21;46;1610612762;78;38;667;235;16;48;1
Games;31/08/2020;41900201;Final;1610612749;1610612748;2019;1610612749;104;493;538;457;22;34;1610612748;115;464;926;387;21;46;0
Games;31/08/2020;41900176;Final;1610612760;1610612745;2019;1610612760;104;427;889;333;17;51;1610612745;100;452;75;341;19;41;1
Games;30/08/2020;41900211;Final;1610612761;1610612738;2019;1610612761;94;369;759;25;22;40;1610612738;112;47;81;436;25;50;0
Games;30/08/2020;41900156;Final;1610612742;1610612746;2019;1610612742;97;422;588;297;20;42;1610612746;111;484;923;379;22;52;0
Games;30/08/2020;41900166;Final;1610612762;1610612743;2019;1610612762;107;453;7;5;20;30;1610612743;119;549;885;5;22;43;0
Games;29/08/2020;41900105;Final;1610612749;1610612753;2019;1610612749;118;455;815;356;27;56;1610612753;104;394;714;366;22;47;1
Games;29/08/2020;41900175;Final;1610612745;1610612760;2019;1610612745;114;43;643;396;28;55;1610612760;80;315;652;152;11;58;1
Games;29/08/2020;41900145;Final;1610612747;1610612757;2019;1610612747;131;545;808;389;27;41;1610612757;122;473;808;481;20;43;1
Games;25/08/2020;41900165;Final;1610612743;1610612762;2019;1610612743;117;506;938;457;22;38;1610612762;107;5;813;471;23;35;1
Games;25/08/2020;41900155;Final;1610612746;1610612742;2019;1610612746;154;631;765;629;28;49;1610612742;111;447;697;324;19;31;1
Games;24/08/2020;41900104;Final;1610612753;1610612749;2019;1610612753;106;414;8;4;26;43;1610612749;121;495;667;415;29;49;0
Games;24/08/2020;41900174;Final;1610612760;1610612745;2019;1610612760;117;488;786;344;16;46;1610612745;114;451;9;397;25;40;1
Games;24/08/2020;41900134;Final;1610612748;1610612754;2019;1610612748;99;44;786;267;24;60;1610612754;87;413;636;378;20;34;1
Games;24/08/2020;41900144;Final;1610612757;1610612747;2019;1610612757;115;449;742;429;20;42;1610612747;135;563;667;436;29;41;0
Games;23/08/2020;41900124;Final;1610612755;1610612738;2019;1610612755;106;427;794;265;12;39;1610612738;110;463;759;343;19;42;0
Games;23/08/2020;41900154;Final;1610612742;1610612746;2019;1610612742;135;5;75;361;20;54;1610612746;133;464;906;368;19;41;1
Games;23/08/2020;41900114;Final;1610612751;1610612761;2019;1610612751;122;398;758;38;21;44;1610612761;150;554;727;468;39;57;0
Games;23/08/2020;41900164;Final;1610612762;1610612743;2019;1610612762;129;575;861;483;14;37;1610612743;127;49;923;386;25;40;1
Games;22/08/2020;41900103;Final;1610612753;1610612749;2019;1610612753;107;452;857;487;24;35;1610612749;121;561;706;459;27;43;0
Games;22/08/2020;41900133;Final;1610612748;1610612754;2019;1610612748;124;453;827;394;23;46;1610612754;115;488;75;364;23;37;1
Games;22/08/2020;41900173;Final;1610612760;1610612745;2019;1610612760;119;446;676;341;20;54;1610612745;107;413;696;3;14;46;1
Games;22/08/2020;41900143;Final;1610612757;1610612747;2019;1610612757;108;411;947;343;17;38;1610612747;116;5;651;333;26;55;0
Games;21/08/2020;41900113;Final;1610612751;1610612761;2019;1610612751;92;333;727;314;24;42;1610612761;117;505;636;474;35;56;0
Games;21/08/2020;41900163;Final;1610612762;1610612743;2019;1610612762;124;512;769;486;27;50;1610612743;87;375;818;316;20;45;1
Games;21/08/2020;41900123;Final;1610612755;1610612738;2019;1610612755;94;295;853;231;14;57;1610612738;102;414;917;258;15;45;0
Games;21/08/2020;41900153;Final;1610612742;1610612746;2019;1610612742;122;506;708;395;27;42;1610612746;130;522;815;412;24;44;0
Games;20/08/2020;41900132;Final;1610612754;1610612748;2019;1610612754;100;444;8;353;25;38;1610612748;109;474;679;514;27;41;0
Games;20/08/2020;41900172;Final;1610612745;1610612760;2019;1610612745;111;418;889;339;21;41;1610612760;98;443;895;344;15;48;1
Games;20/08/2020;41900102;Final;1610612749;1610612753;2019;1610612749;111;472;75;366;26;57;1610612753;96;348;871;212;18;42;1
Games;20/08/2020;41900142;Final;1610612747;1610612757;2019;1610612747;111;478;9;368;26;50;1610612757;88;4;75;276;14;41;1
Games;19/08/2020;41900112;Final;1610612761;1610612751;2019;1610612761;104;437;679;257;22;44;1610612751;99;388;704;341;25;46;1
Games;19/08/2020;41900162;Final;1610612743;1610612762;2019;1610612743;105;457;783;481;22;41;1610612762;124;517;824;455;32;36;0
Games;19/08/2020;41900122;Final;1610612738;1610612755;2019;1610612738;128;512;724;442;20;43;1610612755;101;418;811;238;21;38;1
Games;19/08/2020;41900152;Final;1610612746;1610612742;2019;1610612746;114;44;769;294;16;47;1610612742;127;5;703;448;25;49;0
Games;18/08/2020;41900101;Final;1610612749;1610612753;2019;1610612749;110;433;643;333;28;47;1610612753;122;494;947;39;29;48;0
Games;18/08/2020;41900131;Final;1610612754;1610612748;2019;1610612754;101;474;864;417;22;37;1610612748;113;494;8;371;22;35;0
Games;18/08/2020;41900171;Final;1610612745;1610612760;2019;1610612745;123;483;895;385;25;36;1610612760;108;44;84;371;22;46;1
Games;18/08/2020;41900141;Final;1610612747;1610612757;2019;1610612747;93;351;645;156;22;55;1610612757;100;392;758;382;18;50;0
Games;17/08/2020;41900161;Final;1610612743;1610612762;2019;1610612743;135;516;833;537;23;41;1610612762;125;474;739;34;18;52;1
Games;17/08/2020;41900111;Final;1610612761;1610612751;2019;1610612761;134;471;97;5;26;47;1610612751;110;467;688;31;33;45;1
Games;17/08/2020;41900121;Final;1610612738;1610612755;2019;1610612738;109;422;885;323;22;43;1610612755;101;463;783;333;23;50;1
Games;17/08/2020;41900151;Final;1610612746;1610612742;2019;1610612746;118;474;75;342;18;45;1610612742;110;457;875;349;18;41;1
Games;15/08/2020;51900111;Final;1610612757;1610612763;2019;1610612757;126;452;854;375;20;39;1610612763;122;489;818;56;30;49;1
Games;14/08/2020;21901318;Final;1610612761;1610612743;2019;1610612761;117;5;643;514;27;51;1610612743;109;414;913;421;27;41;1
Games;14/08/2020;21901316;Final;1610612754;1610612748;2019;1610612754;109;483;727;395;32;51;1610612748;92;356;741;263;14;48;1
Games;14/08/2020;21901317;Final;1610612746;1610612760;2019;1610612746;107;4;692;324;23;61;1610612760;103;358;591;318;18;48;1
Games;14/08/2020;21901315;Final;1610612745;1610612755;2019;1610612745;96;438;875;25;25;27;1610612755;134;563;818;474;31;51;0
Games;13/08/2020;21901308;Final;1610612738;1610612764;2019;1610612738;90;398;857;229;22;51;1610612764;96;386;75;385;22;56;0
Games;13/08/2020;21901310;Final;1610612747;1610612758;2019;1610612747;122;49;733;429;29;47;1610612758;136;568;583;447;37;44;0
Games;13/08/2020;21901311;Final;1610612763;1610612749;2019;1610612763;119;5;696;394;36;55;1610612749;106;398;652;317;27;45;1
Games;13/08/2020;21901313;Final;1610612756;1610612742;2019;1610612756;128;551;762;412;34;45;1610612742;102;438;842;308;17;43;1
Games;13/08/2020;21901314;Final;1610612762;1610612759;2019;1610612762;118;465;9;326;25;43;1610612759;112;494;667;5;24;44;1
Games;13/08/2020;21901309;Final;1610612751;1610612757;2019;1610612751;133;552;684;424;28;46;1610612757;134;481;875;333;25;42;0
Games;13/08/2020;21901312;Final;1610612753;1610612740;2019;1610612753;133;571;733;536;25;33;1610612740;127;552;778;294;22;40;1
Games;12/08/2020;21901304;Final;1610612745;1610612754;2019;1610612745;104;372;857;281;20;49;1610612754;108;4;773;355;25;54;0
Games;12/08/2020;21901305;Final;1610612755;1610612761;2019;1610612755;121;464;788;425;27;47;1610612761;125;444;675;419;28;47;0
Games;12/08/2020;21901306;Final;1610612760;1610612748;2019;1610612760;116;438;815;381;20;50;1610612748;115;488;85;333;24;40;1
Games;12/08/2020;21901307;Final;1610612743;1610612746;2019;1610612743;111;494;632;371;33;42;1610612746;124;541;783;378;29;40;0
Games;11/08/2020;21901297;Final;1610612753;1610612751;2019;1610612753;96;386;862;304;13;49;1610612751;108;427;792;302;26;47;0
Games;11/08/2020;21901298;Final;1610612759;1610612745;2019;1610612759;123;495;9;406;28;59;1610612745;105;404;905;292;18;37;1
Games;11/08/2020;21901299;Final;1610612755;1610612756;2019;1610612755;117;495;714;455;28;34;1610612756;130;551;952;429;28;44;0
Games;11/08/2020;21901301;Final;1610612763;1610612738;2019;1610612763;107;393;789;241;26;44;1610612738;122;512;783;432;29;46;0
Games;11/08/2020;21901300;Final;1610612742;1610612757;2019;1610612742;131;519;818;455;28;37;1610612757;134;469;931;395;18;48;0
Games;11/08/2020;21901302;Final;1610612758;1610612740;2019;1610612758;112;489;938;423;27;45;1610612740;106;512;789;292;25;34;1
Games;11/08/2020;21901303;Final;1610612764;1610612749;2019;1610612764;113;411;767;343;22;44;1610612749;126;506;714;474;25;53;0
Games;10/08/2020;21901292;Final;1610612756;1610612760;2019;1610612756;128;472;931;5;29;53;1610612760;101;389;857;333;24;40;1
Games;10/08/2020;21901293;Final;1610612762;1610612742;2019;1610612762;114;476;75;457;28;38;1610612742;122;565;875;5;29;34;0
Games;10/08/2020;21901294;Final;1610612749;1610612761;2019;1610612749;106;393;743;326;25;49;1610612761;114;433;692;3;24;55;0
Games;10/08/2020;21901295;Final;1610612748;1610612754;2019;1610612748;114;449;684;325;29;59;1610612754;92;393;64;286;20;45;1
Games;10/08/2020;21901296;Final;1610612747;1610612743;2019;1610612747;124;543;688;483;28;32;1610612743;121;584;783;565;27;35;1
Games;09/08/2020;21901285;Final;1610612760;1610612764;2019;1610612760;121;512;773;462;25;43;1610612764;103;413;818;25;23;44;1
Games;09/08/2020;21901286;Final;1610612761;1610612763;2019;1610612761;108;479;758;385;25;40;1610612763;99;407;688;333;24;42;1
Games;09/08/2020;21901287;Final;1610612740;1610612759;2019;1610612740;113;438;773;4;30;48;1610612759;122;449;969;393;22;51;0
Games;09/08/2020;21901288;Final;1610612738;1610612753;2019;1610612738;122;441;833;3;32;54;1610612753;119;402;846;319;24;52;1
Games;09/08/2020;21901289;Final;1610612757;1610612755;2019;1610612757;124;473;931;314;19;41;1610612755;121;485;765;467;24;48;1
Games;09/08/2020;21901290;Final;1610612758;1610612745;2019;1610612758;112;471;87;27;29;41;1610612745;129;473;833;316;21;48;0
Games;09/08/2020;21901291;Final;1610612746;1610612751;2019;1610612746;120;484;85;361;23;39;1610612751;129;553;789;465;32;46;0
Games;08/08/2020;21901280;Final;1610612757;1610612746;2019;1610612757;117;489;706;395;24;41;1610612746;122;494;821;441;24;45;0
Games;08/08/2020;21901281;Final;1610612743;1610612762;2019;1610612743;134;472;767;243;29;52;1610612762;132;448;727;4;34;51;1
Games;08/08/2020;21901282;Final;1610612754;1610612747;2019;1610612754;116;524;929;455;25;42;1610612747;111;42;737;333;20;44;1
Games;08/08/2020;21901283;Final;1610612748;1610612756;2019;1610612748;112;488;864;306;28;37;1610612756;119;478;95;375;27;52;0
Games;08/08/2020;21901284;Final;1610612742;1610612749;2019;1610612742;136;417;92;321;37;54;1610612749;132;475;676;341;26;55;1
Games;07/08/2020;21901274;Final;1610612759;1610612762;2019;1610612759;119;506;769;409;27;47;1610612762;111;418;792;432;25;49;1
Games;07/08/2020;21901275;Final;1610612763;1610612760;2019;1610612763;121;554;9;355;24;58;1610612760;92;351;733;302;19;36;1
Games;07/08/2020;21901276;Final;1610612751;1610612758;2019;1610612751;119;488;643;425;30;44;1610612758;106;427;75;3;19;50;1
Games;07/08/2020;21901277;Final;1610612755;1610612753;2019;1610612755;108;409;727;276;19;51;1610612753;101;42;76;25;17;47;1
Games;07/08/2020;21901278;Final;1610612740;1610612764;2019;1610612740;118;477;846;343;25;45;1610612764;107;422;913;37;22;40;1
Games;07/08/2020;21901279;Final;1610612761;1610612738;2019;1610612761;100;427;824;263;20;48;1610612738;122;49;75;348;27;52;0
Games;06/08/2020;21901268;Final;1610612758;1610612740;2019;1610612758;140;538;727;485;26;39;1610612740;125;573;739;412;31;30;1
Games;06/08/2020;21901269;Final;1610612749;1610612748;2019;1610612749;130;526;868;405;27;44;1610612748;116;422;926;457;28;39;1
Games;06/08/2020;21901270;Final;1610612756;1610612754;2019;1610612756;114;467;95;265;27;53;1610612754;99;435;789;345;20;38;1
Games;06/08/2020;21901271;Final;1610612742;1610612746;2019;1610612742;111;448;762;354;24;37;1610612746;126;543;8;452;22;45;0
Games;06/08/2020;21901272;Final;1610612743;1610612757;2019;1610612743;115;524;765;5;30;44;1610612757;125;467;8;59;30;39;0
Games;06/08/2020;21901273;Final;1610612745;1610612747;2019;1610612745;113;429;87;368;26;34;1610612747;97;455;694;105;18;48;1
Games;05/08/2020;21901262;Final;1610612762;1610612763;2019;1610612762;124;452;909;4;25;46;1610612763;115;473;72;379;21;41;1
Games;05/08/2020;21901263;Final;1610612764;1610612755;2019;1610612764;98;424;792;333;17;48;1610612755;107;463;69;379;27;41;0
Games;05/08/2020;21901264;Final;1610612759;1610612743;2019;1610612759;126;495;852;367;29;35;1610612743;132;549;857;389;31;46;0
Games;05/08/2020;21901265;Final;1610612747;1610612760;2019;1610612747;86;352;655;135;17;46;1610612760;105;43;889;208;17;52;0
Games;05/08/2020;21901266;Final;1610612753;1610612761;2019;1610612753;99;402;692;268;26;43;1610612761;109;487;7;364;25;44;0
Games;05/08/2020;21901267;Final;1610612738;1610612751;2019;1610612738;149;568;829;513;29;43;1610612751;115;474;81;25;23;34;1
Games;04/08/2020;21901256;Final;1610612749;1610612751;2019;1610612749;116;477;652;333;28;54;1610612751;119;417;75;368;30;42;0
Games;04/08/2020;21901257;Final;1610612758;1610612742;2019;1610612758;110;413;667;372;26;47;1610612742;114;367;78;22;22;61;0
Games;04/08/2020;21901258;Final;1610612746;1610612756;2019;1610612746;115;494;852;276;21;48;1610612756;117;469;714;531;25;44;0
Games;04/08/2020;21901259;Final;1610612754;1610612753;2019;1610612754;120;548;789;394;29;32;1610612753;109;476;826;353;21;43;1
Games;04/08/2020;21901260;Final;1610612748;1610612738;2019;1610612748;112;442;744;349;22;42;1610612738;106;435;815;303;15;45;1
Games;04/08/2020;21901261;Final;1610612757;1610612745;2019;1610612757;110;411;69;387;18;64;1610612745;102;391;625;358;24;39;1
Games;03/08/2020;21901250;Final;1610612748;1610612761;2019;1610612748;103;425;938;311;29;41;1610612761;107;433;917;5;19;39;0
Games;03/08/2020;21901251;Final;1610612760;1610612743;2019;1610612760;113;425;774;417;20;42;1610612743;121;483;769;28;23;46;0
Games;03/08/2020;21901252;Final;1610612764;1610612754;2019;1610612764;100;436;538;367;30;45;1610612754;111;478;10;269;20;45;0
Games;03/08/2020;21901253;Final;1610612740;1610612763;2019;1610612740;109;451;615;379;25;49;1610612763;99;398;867;279;25;43;1
Games;03/08/2020;21901254;Final;1610612755;1610612759;2019;1610612755;132;529;867;452;26;35;1610612759;130;495;897;462;21;44;1
